,team1,team2,team_lost_score,team_won_score,date_match,event_name,maps_info,map1_played,team_winner_map1,result_map1_played1,result_half_score_map1,team_loser_map1,result_map1_played2,map2_played,team_winner_map2,result_map2_played1,result_half_score_map2,team_loser_map2,result_map2_played2,map3_played,team_winner_map3,result_map3_played1,result_half_score_map3,team_loser_map3,result_map3_played2,player1_team1,kd_player1_team1,adr_player1_team1,kast_player1_team1,rating_player1_team1,player2_team1,kd_player2_team1,adr_player2_team1,kast_player2_team1,rating_player2_team1,player3_team1,kd_player3_team1,adr_player3_team1,kast_player3_team1,rating_player3_team1,player4_team1,kd_player4_team1,adr_player4_team1,kast_player4_team1,rating_player4_team1,player5_team1,kd_player5_team1,adr_player5_team1,kast_player5_team1,rating_player5_team1,player1_team2,kd_player1_team2,adr_player1_team2,kast_player1_team2,rating_player1_team2,player2_team2,kd_player2_team2,adr_player2_team2,kast_player2_team2,rating_player2_team2,player3_team2,kd_player3_team2,adr_player3_team2,kast_player3_team2,rating_player3_team2,player4_team2,kd_player4_team2,adr_player4_team2,kast_player4_team2,rating_player4_team2,player5_team2,kd_player5_team2,adr_player5_team2,kast_player5_team2,rating_player5_team2
99,SK,FaZe,12,16,21st of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 3 (teams with a 2-0 record). Winner will advance to playoffs.",Cache,FaZe,12,(10:5; 2:11),SK,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Epitacio 'TACO' de Melo,19-18,81.6,64.3%,1.11,Gabriel 'FalleN' Toledo,16-18,77.1,67.9%,1.00,Marcelo 'coldzera' David,20-20,74.6,60.7%,0.98,João 'felps' Vasconcellos,17-20,58.1,57.1%,0.76,Fernando 'fer' Alvarenga,13-24,52.1,46.4%,0.67,Ladislav 'GuardiaN' Kovács,27-15,86.4,75.0%,1.49,Nikola 'NiKo' Kovač,20-15,76.8,75.0%,1.23,Olof 'olofmeister' Kajbjer,22-17,85.4,71.4%,1.21,Finn 'karrigan' Andersen,17-19,70.9,71.4%,0.95,Håvard 'rain' Nygaard,14-19,64.8,60.7%,0.88
100,BIG,North,12,16,21st of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 3 (teams with a 0-2 record). Loser will be eliminated",Cobblestone,BIG,16,(6:9; 10:3),North,12,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Johannes 'tabseN' Wodarz,28-16,116.7,78.6%,1.66,Johannes 'nex' Maget,26-15,79.1,71.4%,1.36,Kevin 'keev' Bartholomäus,17-20,62.3,67.9%,1.07,Fatih 'gob b' Dayik,14-19,69.7,78.6%,0.94,Nikola 'LEGIJA' Ninić,13-17,50.1,71.4%,0.83,Valdemar 'valde' Bjørn Vangså,22-19,89.9,82.1%,1.20,Philip 'aizy' Aistrup,21-18,74.6,67.9%,1.13,Kristian 'k0nfig' Wienecke,18-19,66.1,71.4%,0.97,René 'cajunb' Borg,16-21,58.7,64.3%,0.81,Mathias 'MSL' Lauridsen,10-21,53.0,60.7%,0.63
101,fnatic,Astralis,8,16,21st of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 3 (teams with a 1-1 record)",Mirage,fnatic,16,(12:3; 4:5),Astralis,8,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Freddy 'KRIMZ' Johansson,27-16,97.8,70.8%,1.48,Jesper 'JW' Wecksell,16-13,91.6,75.0%,1.28,Maikil 'Golden' Selim,17-12,86.4,79.2%,1.25,Jonas 'Lekr0' Olofsson,15-13,64.1,79.2%,1.02,Robin 'flusha' Rönnquist,15-15,72.0,75.0%,1.00,Andreas 'Xyp9x' Højsleth,19-17,80.0,75.0%,1.03,Peter 'dupreeh' Rasmussen,14-19,64.5,75.0%,0.94,Markus 'Kjaerbye' Kjærbye,15-17,71.8,58.3%,0.85,Nicolai 'device' Reedtz,10-18,54.0,58.3%,0.75,Lukas 'gla1ve' Rossander,11-19,61.1,50.0%,0.65
102,Quantum Bellator Fire,G2,4,16,21st of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 3 (teams with a 2-0 record). Winner will advance to playoffs.",Cache,G2,4,(4:11; 0:5),Quantum Bellator Fire,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Nikita 'waterfaLLZ' Matveyev,20-18,101.0,75.0%,1.25,Savelii 'jmqa' Bragin,13-17,81.2,70.0%,0.77,Kirill 'Boombl4' Mikhailov,7-16,74.2,60.0%,0.72,Aurimas 'Kvik' Kvakšys,12-17,63.2,50.0%,0.62,Gregory 'balblna' Oleinick,9-16,42.9,55.0%,0.55,Alexandre 'bodyy' Pianaro,25-10,121.2,80.0%,1.93,Kenny 'kennyS' Schrub,15-9,76.8,85.0%,1.43,Richard 'shox' Papillon,16-12,79.5,85.0%,1.42,Nathan 'NBK-' Schmitt,18-13,87.7,65.0%,1.31,Dan 'apEX' Madesclaire,10-17,64.8,75.0%,0.84
103,Liquid,Natus Vincere,9,16,21st of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 3 (teams with a 1-1 record)",Overpass,Natus Vincere,9,(8:7; 1:9),Liquid,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Jonathan 'EliGE' Jablonowski,20-18,86.4,64.0%,1.14,Nick 'nitr0' Cannella,17-19,80.6,64.0%,1.00,Josh 'jdm64' Marzano,13-17,57.9,60.0%,0.71,Russel 'Twistzz' Van Dulken,12-21,48.9,64.0%,0.55,Wilton 'zews' Prado,10-20,55.3,56.0%,0.54,Aleksandr 's1mple' Kostyliev,23-13,103.0,80.0%,1.67,Denis 'electronic' Sharipov,22-12,94.0,80.0%,1.60,Egor 'flamie' Vasilyev,24-16,99.3,80.0%,1.51,Ioann 'Edward' Sukhariev,15-16,66.6,68.0%,1.10,Danylo 'Zeus' Teslenko,11-15,46.9,60.0%,0.76
104,mousesports,Vega Squadron,3,16,21st of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 3 (teams with a 1-1 record)",Mirage,mousesports,16,(13:2; 3:1),Vega Squadron,3,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Tomáš 'oskar' Šťastný,24-6,115.9,100.0%,2.12,Chris 'chrisJ' de Jong,22-9,122.5,100.0%,1.90,Miikka 'suNny' Kemppi,16-8,78.5,73.7%,1.38,Martin 'STYKO' Styk,13-8,64.2,84.2%,1.27,Robin 'ropz' Kool,10-5,67.1,78.9%,1.12,Pavel 'hutji' Lashkov,8-16,60.3,42.1%,0.66,Nikolay 'mir' Bityukov,9-17,55.3,42.1%,0.64,Leonid 'chopper' Vishnyakov,9-17,47.6,52.6%,0.55,Dmitriy 'jR' Chervak,6-18,44.8,42.1%,0.44,Sergey 'keshandr' Nikishin,4-17,36.2,36.8%,0.31
105,Astralis,North,14,16,21st of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 2 (teams with a 0-1 record)",Train,Astralis,16,(4:11; 12:3),North,14,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Peter 'dupreeh' Rasmussen,27-18,96.9,80.0%,1.52,Markus 'Kjaerbye' Kjærbye,26-18,85.3,70.0%,1.25,Nicolai 'device' Reedtz,23-17,89.3,80.0%,1.23,Lukas 'gla1ve' Rossander,21-16,73.6,80.0%,1.22,Andreas 'Xyp9x' Højsleth,19-17,69.0,70.0%,1.05,Mathias 'MSL' Lauridsen,24-25,75.5,66.7%,1.03,Philip 'aizy' Aistrup,18-20,75.6,50.0%,0.96,Kristian 'k0nfig' Wienecke,13-25,79.1,60.0%,0.85,René 'cajunb' Borg,15-23,59.7,60.0%,0.71,Valdemar 'valde' Bjørn Vangså,15-24,57.6,60.0%,0.67
106,BIG,Natus Vincere,1,16,20th of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 2 (teams with a 0-1 record)",Inferno,Natus Vincere,1,(1:14; 0:2),BIG,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Fatih 'gob b' Dayik,8-16,48.6,47.1%,0.63,Nikola 'LEGIJA' Ninić,8-16,63.0,58.8%,0.59,Johannes 'nex' Maget,8-16,53.5,41.2%,0.50,Kevin 'keev' Bartholomäus,5-15,42.4,41.2%,0.46,Johannes 'tabseN' Wodarz,6-17,44.6,47.1%,0.41,Denis 'electronic' Sharipov,23-6,115.1,88.2%,1.95,Egor 'flamie' Vasilyev,18-8,116.6,94.1%,1.85,Aleksandr 's1mple' Kostyliev,18-6,86.9,94.1%,1.61,Danylo 'Zeus' Teslenko,12-9,93.4,94.1%,1.43,Ioann 'Edward' Sukhariev,9-6,71.4,94.1%,1.29
107,Virtus.pro,fnatic,6,16,20th of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 2 (teams with a 0-1 record)",Inferno,fnatic,6,(5:10; 1:6),Virtus.pro,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Paweł 'byali' Bieliński,14-20,77.7,63.6%,0.88,Wiktor 'TaZ' Wojtas,14-20,70.0,54.5%,0.77,Janusz 'Snax' Pogorzelski,11-18,65.0,50.0%,0.67,Filip 'NEO' Kubski,9-20,52.7,50.0%,0.57,Jarosław 'pashaBiceps' Jarząbkowski,6-19,36.7,27.3%,0.33,Freddy 'KRIMZ' Johansson,28-10,130.2,81.8%,2.07,Robin 'flusha' Rönnquist,27-8,116.4,95.5%,1.94,Maikil 'Golden' Selim,13-10,59.5,95.5%,1.25,Jonas 'Lekr0' Olofsson,15-13,77.4,77.3%,1.19,Jesper 'JW' Wecksell,14-13,62.6,72.7%,1.09
108,SK,mousesports,12,16,20th of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 2 (teams with a 1-0 record)",Mirage,SK,16,(7:8; 9:4),mousesports,12,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Marcelo 'coldzera' David,32-14,109.2,71.4%,1.64,Fernando 'fer' Alvarenga,22-18,100.1,75.0%,1.33,Epitacio 'TACO' de Melo,20-17,80.6,75.0%,1.16,João 'felps' Vasconcellos,16-22,76.6,64.3%,0.89,Gabriel 'FalleN' Toledo,12-19,29.7,64.3%,0.68,Robin 'ropz' Kool,23-17,88.4,75.0%,1.24,Tomáš 'oskar' Šťastný,20-21,85.6,60.7%,1.04,Miikka 'suNny' Kemppi,20-21,72.2,64.3%,0.97,Martin 'STYKO' Styk,13-22,57.1,64.3%,0.77,Chris 'chrisJ' de Jong,14-21,64.5,53.6%,0.74
109,G2,Liquid,8,16,20th of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 2 (teams with a 1-0 record)",Inferno,G2,16,(12:3; 4:5),Liquid,8,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Nathan 'NBK-' Schmitt,22-12,94.0,83.3%,1.60,Kenny 'kennyS' Schrub,24-12,92.9,75.0%,1.50,Richard 'shox' Papillon,21-15,94.5,87.5%,1.37,Alexandre 'bodyy' Pianaro,17-15,66.5,75.0%,1.07,Dan 'apEX' Madesclaire,14-13,68.0,87.5%,1.05,Nick 'nitr0' Cannella,18-18,70.6,58.3%,1.10,Russel 'Twistzz' Van Dulken,14-18,58.5,66.7%,0.90,Jonathan 'EliGE' Jablonowski,15-21,89.0,58.3%,0.85,Wilton 'zews' Prado,12-20,50.8,50.0%,0.64,Josh 'jdm64' Marzano,8-21,52.0,58.3%,0.59
110,FaZe,Vega Squadron,3,16,20th of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 2 (teams with a 1-0 record)",Train,FaZe,16,(12:3; 4:0),Vega Squadron,3,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Ladislav 'GuardiaN' Kovács,22-5,113.6,94.7%,1.99,Olof 'olofmeister' Kajbjer,19-11,112.6,84.2%,1.63,Nikola 'NiKo' Kovač,19-7,90.9,94.7%,1.57,Håvard 'rain' Nygaard,16-11,94.3,84.2%,1.47,Finn 'karrigan' Andersen,13-7,70.0,84.2%,1.31,Leonid 'chopper' Vishnyakov,12-17,65.9,57.9%,0.73,Pavel 'hutji' Lashkov,10-18,76.1,52.6%,0.73,Nikolay 'mir' Bityukov,11-18,61.4,47.4%,0.64,Dmitriy 'jR' Chervak,5-18,28.6,21.1%,0.25,Sergey 'keshandr' Nikishin,3-19,32.4,36.8%,0.17
111,Space Soldiers,Cloud9,13,16,20th of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 2 (teams with a 0-1 record)",Cobblestone,Space Soldiers,16,(11:4; 5:9),Cloud9,13,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Engin 'MAJ3R' Küpeli,23-18,91.3,79.3%,1.38,Ahmet 'paz' Karahoca,23-17,71.4,75.9%,1.25,Ismailcan 'XANTARES' Dörtkardeş,20-24,76.0,69.0%,1.06,Buğra 'Calyx' Arkın,18-19,65.0,75.9%,1.01,Engin 'ngiN' Kor,17-20,73.3,62.1%,0.89,Tarik 'tarik' Celik,24-23,100.0,79.3%,1.27,Timothy 'autimatic' Ta,21-20,81.7,65.5%,1.11,Tyler 'Skadoodle' Latham,18-18,74.4,79.3%,1.10,William 'RUSH' Wierzba,21-17,75.1,75.9%,1.09,Jake 'Stewie2K' Yip,12-24,50.9,62.1%,0.67
112,Quantum Bellator Fire,Gambit,16,19,20th of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 2 (teams with a 1-0 record)",Inferno,Quantum Bellator Fire,19,(9:6; 6:9) (4:1),Gambit,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Gregory 'balblna' Oleinick,29-22,95.8,74.3%,1.39,Nikita 'waterfaLLZ' Matveyev,29-21,85.4,68.6%,1.35,Savelii 'jmqa' Bragin,22-24,67.7,71.4%,1.00,Kirill 'Boombl4' Mikhailov,23-23,70.1,68.6%,0.93,Aurimas 'Kvik' Kvakšys,14-23,55.6,57.1%,0.71,Mihail 'Dosia' Stolyarov,31-21,90.6,71.4%,1.38,Dauren 'AdreN' Kystaubayev,30-24,99.5,62.9%,1.15,Bektiyar 'fitch' Bahytov,16-24,68.8,65.7%,0.88,Abay 'Hobbit' Khasenov,18-24,63.8,57.1%,0.79,Rustem 'mou' Telepov,18-24,53.7,71.4%,0.79
113,SK,Space Soldiers,13,16,20th of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 1",Mirage,SK,16,(6:9; 10:4),Space Soldiers,13,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Gabriel 'FalleN' Toledo,28-18,86.0,79.3%,1.42,João 'felps' Vasconcellos,23-18,81.1,62.1%,1.19,Fernando 'fer' Alvarenga,20-20,84.9,75.9%,1.07,Epitacio 'TACO' de Melo,16-19,67.5,69.0%,0.95,Marcelo 'coldzera' David,16-20,70.1,69.0%,0.94,Buğra 'Calyx' Arkın,25-19,90.5,75.9%,1.24,Ismailcan 'XANTARES' Dörtkardeş,23-22,83.2,58.6%,1.05,Engin 'MAJ3R' Küpeli,19-24,79.4,75.9%,0.98,Engin 'ngiN' Kor,15-19,59.7,65.5%,0.75,Ahmet 'paz' Karahoca,13-20,53.7,62.1%,0.72
114,Gambit,Natus Vincere,5,16,19th of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 1",Nuke,Gambit,16,(13:2; 3:3),Natus Vincere,5,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Dauren 'AdreN' Kystaubayev,27-12,133.8,90.5%,2.10,Mihail 'Dosia' Stolyarov,25-11,114.8,95.2%,1.92,Abay 'Hobbit' Khasenov,17-12,75.7,71.4%,1.30,Rustem 'mou' Telepov,15-10,68.4,76.2%,1.19,Bektiyar 'fitch' Bahytov,7-13,56.3,81.0%,0.96,Aleksandr 's1mple' Kostyliev,19-18,99.0,57.1%,1.12,Ioann 'Edward' Sukhariev,16-17,73.2,71.4%,0.96,Egor 'flamie' Vasilyev,11-20,74.1,42.9%,0.59,Danylo 'Zeus' Teslenko,8-18,56.7,61.9%,0.54,Denis 'electronic' Sharipov,4-18,43.7,52.4%,0.31
115,Cloud9,G2,8,16,19th of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 1",Cache,G2,8,(5:10; 3:6),Cloud9,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Tarik 'tarik' Celik,26-17,115.2,79.2%,1.55,William 'RUSH' Wierzba,14-19,60.5,66.7%,0.88,Jake 'Stewie2K' Yip,13-18,69.6,62.5%,0.86,Timothy 'autimatic' Ta,13-19,54.5,79.2%,0.76,Tyler 'Skadoodle' Latham,6-19,45.2,62.5%,0.61,Nathan 'NBK-' Schmitt,27-13,106.0,79.2%,1.59,Dan 'apEX' Madesclaire,17-15,89.2,87.5%,1.24,Kenny 'kennyS' Schrub,17-13,75.5,75.0%,1.18,Richard 'shox' Papillon,19-14,70.2,79.2%,1.15,Alexandre 'bodyy' Pianaro,12-17,65.9,75.0%,0.91
116,Astralis,mousesports,2,16,19th of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 1",Cache,mousesports,2,(2:13; 0:3),Astralis,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Markus 'Kjaerbye' Kjærbye,10-16,66.3,61.1%,0.70,Andreas 'Xyp9x' Højsleth,9-15,56.6,61.1%,0.64,Peter 'dupreeh' Rasmussen,8-15,61.6,44.4%,0.58,Nicolai 'device' Reedtz,8-16,66.2,66.7%,0.55,Lukas 'gla1ve' Rossander,8-17,56.2,50.0%,0.46,Tomáš 'oskar' Šťastný,26-4,136.1,100.0%,2.46,Miikka 'suNny' Kemppi,19-11,97.7,77.8%,1.62,Robin 'ropz' Kool,14-7,94.1,77.8%,1.50,Martin 'STYKO' Styk,14-10,81.2,83.3%,1.46,Chris 'chrisJ' de Jong,6-11,49.9,83.3%,0.98
117,fnatic,FaZe,8,16,19th of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 1",Cache,FaZe,8,(5:10; 3:6),fnatic,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Jesper 'JW' Wecksell,22-17,100.7,66.7%,1.29,Jonas 'Lekr0' Olofsson,14-17,57.3,62.5%,0.80,Freddy 'KRIMZ' Johansson,14-19,69.6,62.5%,0.78,Maikil 'Golden' Selim,13-19,60.1,62.5%,0.76,Robin 'flusha' Rönnquist,10-18,60.7,66.7%,0.66,Olof 'olofmeister' Kajbjer,25-17,100.7,79.2%,1.51,Nikola 'NiKo' Kovač,19-15,82.7,83.3%,1.39,Ladislav 'GuardiaN' Kovács,15-13,67.0,83.3%,1.26,Håvard 'rain' Nygaard,17-14,87.1,79.2%,1.24,Finn 'karrigan' Andersen,14-14,53.3,70.8%,1.01
118,BIG,Liquid,5,16,19th of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 1",Inferno,Liquid,5,(4:11; 1:5),BIG,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Johannes 'tabseN' Wodarz,14-19,72.8,57.1%,0.93,Kevin 'keev' Bartholomäus,10-18,55.7,47.6%,0.61,Nikola 'LEGIJA' Ninić,9-18,49.2,42.9%,0.58,Fatih 'gob b' Dayik,5-18,38.1,42.9%,0.41,Johannes 'nex' Maget,6-19,43.7,23.8%,0.39,Russel 'Twistzz' Van Dulken,22-7,123.8,85.7%,1.96,Josh 'jdm64' Marzano,22-7,95.9,90.5%,1.74,Jonathan 'EliGE' Jablonowski,22-10,108.1,85.7%,1.59,Nick 'nitr0' Cannella,12-9,67.0,90.5%,1.23,Wilton 'zews' Prado,14-11,63.0,81.0%,1.16
119,Virtus.pro,Quantum Bellator Fire,3,16,19th of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 1",Cache,Quantum Bellator Fire,3,(3:12; 0:4),Virtus.pro,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Jarosław 'pashaBiceps' Jarząbkowski,11-13,77.9,73.7%,1.07,Filip 'NEO' Kubski,11-13,60.9,68.4%,0.82,Janusz 'Snax' Pogorzelski,12-13,61.9,63.2%,0.81,Paweł 'byali' Bieliński,8-17,53.1,68.4%,0.56,Wiktor 'TaZ' Wojtas,7-16,53.4,57.9%,0.46,Aurimas 'Kvik' Kvakšys,21-11,129.9,84.2%,1.91,Nikita 'waterfaLLZ' Matveyev,15-8,71.6,84.2%,1.47,Savelii 'jmqa' Bragin,15-9,77.4,68.4%,1.42,Gregory 'balblna' Oleinick,11-11,74.9,84.2%,1.16,Kirill 'Boombl4' Mikhailov,10-11,51.0,78.9%,1.00
120,North,Vega Squadron,10,16,19th of January 2018,ELEAGUE Major 2018,"Best of 1

* Swiss round 1",Overpass,Vega Squadron,10,(7:8; 3:8),North,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Valdemar 'valde' Bjørn Vangså,21-19,87.0,69.2%,1.16,Kristian 'k0nfig' Wienecke,19-19,78.0,73.1%,1.09,Mathias 'MSL' Lauridsen,16-24,70.9,73.1%,1.00,Philip 'aizy' Aistrup,14-19,72.3,57.7%,0.83,René 'cajunb' Borg,11-17,46.0,57.7%,0.70,Pavel 'hutji' Lashkov,29-14,99.0,73.1%,1.59,Sergey 'keshandr' Nikishin,20-17,81.3,84.6%,1.21,Nikolay 'mir' Bityukov,17-15,76.5,80.8%,1.11,Leonid 'chopper' Vishnyakov,16-18,68.5,73.1%,1.05,Dmitriy 'jR' Chervak,16-17,66.5,73.1%,0.95
121,Natus Vincere,Astralis,0,2,23rd of September 2018,FACEIT Major 2018,"Best of 3

* Grand final",Nuke,Astralis,6,(4:11; 2:5),Natus Vincere,16,Overpass,Astralis,9,(6:9; 3:7),Natus Vincere,16,Inferno,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Denis 'electronic' Sharipov,33-35,75.0,68.1%,1.06,Ioann 'Edward' Sukhariev,27-35,70.8,59.6%,0.88,Egor 'flamie' Vasilyev,29-36,68.3,57.4%,0.83,Aleksandr 's1mple' Kostyliev,24-36,55.7,63.8%,0.81,Danylo 'Zeus' Teslenko,22-34,58.7,57.4%,0.67,Lukas 'gla1ve' Rossander,39-26,81.9,78.7%,1.35,Peter 'dupreeh' Rasmussen,37-28,89.9,72.3%,1.27,Nicolai 'device' Reedtz,34-22,78.4,85.1%,1.25,Andreas 'Xyp9x' Højsleth,39-32,79.8,83.0%,1.24,Emil 'Magisk' Reif,27-27,82.0,80.9%,1.22
122,Liquid,Astralis,0,2,22nd of September 2018,FACEIT Major 2018,"Best of 3

* Semi-final",Nuke,Astralis,8,(6:9; 2:7),Liquid,16,Mirage,Astralis,7,(3:12; 4:4),Liquid,16,Dust2,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Jonathan 'EliGE' Jablonowski,33-39,82.7,57.4%,0.95,Russel 'Twistzz' Van Dulken,31-33,63.3,68.1%,0.92,Nick 'nitr0' Cannella,26-33,62.0,66.0%,0.84,Keith 'NAF' Markovic,23-37,66.4,57.4%,0.72,Epitacio 'TACO' de Melo,17-39,44.1,46.8%,0.52,Andreas 'Xyp9x' Højsleth,40-21,92.6,85.1%,1.44,Emil 'Magisk' Reif,40-26,87.3,74.5%,1.42,Peter 'dupreeh' Rasmussen,38-28,88.8,76.6%,1.38,Nicolai 'device' Reedtz,32-26,65.0,70.2%,1.12,Lukas 'gla1ve' Rossander,31-29,74.6,72.3%,1.10
123,MIBR,Natus Vincere,0,2,22nd of September 2018,FACEIT Major 2018,"Best of 3

* Semi-final",Overpass,Natus Vincere,10,(5:10; 5:6),MIBR,16,Dust2,Natus Vincere,5,(5:10; 0:6),MIBR,16,Train,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Gabriel 'FalleN' Toledo,30-35,62.2,70.2%,0.91,Marcelo 'coldzera' David,27-37,75.1,57.4%,0.87,Tarik 'tarik' Celik,26-40,65.4,59.6%,0.77,Fernando 'fer' Alvarenga,25-41,70.9,53.2%,0.75,Jake 'Stewie2K' Yip,22-36,53.8,70.2%,0.73,Aleksandr 's1mple' Kostyliev,48-24,92.6,83.0%,1.57,Denis 'electronic' Sharipov,45-31,99.9,74.5%,1.42,Ioann 'Edward' Sukhariev,39-25,78.6,87.2%,1.35,Egor 'flamie' Vasilyev,33-26,75.8,78.7%,1.17,Danylo 'Zeus' Teslenko,23-24,66.0,74.5%,1.03
124,Astralis,FaZe,0,2,21st of September 2018,FACEIT Major 2018,"Best of 3

* Quarter-final",Mirage,Astralis,16,(11:4; 5:10),FaZe,14,Inferno,Astralis,16,(5:10; 11:2),FaZe,12,Overpass,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Nicolai 'device' Reedtz,45-38,88.9,67.2%,1.16,Peter 'dupreeh' Rasmussen,46-40,79.8,72.4%,1.14,Emil 'Magisk' Reif,42-41,79.3,67.2%,1.08,Andreas 'Xyp9x' Højsleth,35-35,68.9,79.3%,1.05,Lukas 'gla1ve' Rossander,37-43,69.3,67.2%,1.00,Håvard 'rain' Nygaard,43-42,86.7,70.7%,1.12,Olof 'olofmeister' Kajbjer,44-39,74.7,69.0%,1.10,Ladislav 'GuardiaN' Kovács,38-40,66.1,70.7%,0.96,Finn 'karrigan' Andersen,38-42,71.4,67.2%,0.89,Nikola 'NiKo' Kovač,34-42,71.8,62.1%,0.88
